ds,yhat,yhat_lower,yhat_upper
2024-01-01,4.798420928083637,4.380520115243254,5.218985053088134
2024-01-03,5.0395773981117715,4.600757339226134,5.465564683986301
2024-01-04,5.175999502850722,4.7519825663205975,5.608715099806755
2024-01-06,5.028985474216968,4.584211522768761,5.46131357617642
2024-01-08,4.646792175947289,4.2161229710763095,5.091855681179842
2024-01-09,4.691458953533682,4.2869401868151655,5.1165842143742175
2024-01-11,4.909522333810633,4.522161979160878,5.348603696833712
2024-01-12,5.088440877990026,4.667667460029905,5.536648308577945
2024-01-13,4.840399561918064,4.402961955246182,5.283841512590984
2024-01-14,4.657363977465815,4.216958142116882,5.102413498729985
2024-01-15,4.585830814389111,4.162097916501355,4.990676889509061
2024-01-17,4.676336248668384,4.257481635150161,5.128023866420014
2024-01-18,4.749137671802791,4.31754116143004,5.187047721586534
2024-01-19,4.888018403488254,4.456401046861836,5.327379128858156
2024-01-20,4.67533277298809,4.229712050907895,5.1430110692023865
2024-01-22,4.664916078850325,4.19873214361812,5.0994606105423745
2024-01-23,4.8297571415699,4.372390357994822,5.266183463850227
2024-01-24,4.900753906803838,4.460472800475201,5.318606319323375
2024-01-25,4.939911634005259,4.496205892855966,5.369627272660427
2024-01-26,4.979600269560651,4.548294316931954,5.409750207514917
2024-01-27,4.613203305687393,4.163945553097456,5.037490581725031
2024-01-28,4.353236470924964,3.957010862762755,4.761166492473959
2024-01-29,4.252759409475218,3.803849356007314,4.682125300084944
2024-01-30,4.352186361320797,3.9465345266543723,4.769369445256377
2024-01-31,4.5236527927106485,4.077270561388601,4.968013402510687
2024-02-01,4.831763787945984,4.372670163345084,5.272251039278331
2024-02-02,5.225176135653733,4.795337019003618,5.640292346716794
2024-02-03,5.1621428372931915,4.756305523674893,5.561265465283824
2024-02-04,5.043233093970458,4.573712761550709,5.455538738014237
2024-02-06,4.822227581039142,4.399874962313705,5.2576607207456805
2024-02-07,4.799948735044548,4.365809141308159,5.212093267117567
2024-02-08,4.9679736575584545,4.512713995665381,5.423172665048981
2024-02-09,5.291813228726588,4.835098167736216,5.748842052356415
2024-02-11,5.088615852142168,4.6487806250716215,5.495890899811392
2024-02-12,4.959864774330703,4.534854710945666,5.389992314618594
2024-02-13,4.927568550711985,4.500570973909349,5.390178412388253
2024-02-15,5.139023177710603,4.701212567174908,5.522616763577083
2024-02-16,5.425369753751346,4.991569714364126,5.859263700320547
2024-02-17,5.2545493098787714,4.793125724525186,5.676109259705623
2024-02-18,5.051869971172618,4.620991313420411,5.493187999465128
2024-02-20,4.919249865896617,4.48521059031342,5.330005374670023
2024-02-21,5.05427301035721,4.622106360658146,5.491336489885273
2024-02-22,5.350636381613262,4.920286051404475,5.7676061918291195
2024-02-23,5.696128421357689,5.277358049306959,6.1480401413763826
2024-02-25,5.230126736203059,4.801483306427196,5.656660042308392
2024-02-26,4.934894570471895,4.485035625971131,5.38765996560848
2024-02-27,4.773290900854885,4.3186786832757935,5.1919489311720755
2024-02-28,4.715143376366745,4.307645021788457,5.148577912177197
2024-02-29,4.877501917656605,4.4515204849967045,5.326369360053628
2024-03-01,5.227121668945407,4.795820003132502,5.635877409585412
2024-03-02,5.2266327743770695,4.808798784725859,5.6340312420640695
2024-03-03,5.262464471590574,4.825263881858225,5.686686501746541
2024-03-05,5.367833502023989,4.937963698232388,5.784660623265531
2024-03-06,5.3448173120678435,4.890913657757623,5.800271621557715
2024-03-07,5.375947510009968,4.894658616006769,5.778401952554971
2024-03-08,5.520135248451581,5.1102537340161795,5.924289569407947
2024-03-11,5.244254541961959,4.770119980056843,5.6720863729236015
2024-03-12,5.283890499266369,4.820934061219349,5.689114771219389
2024-03-13,5.256056619091431,4.86266656892499,5.721370973572544
2024-03-14,5.302338576555143,4.873921004732289,5.748234655297088
2024-03-16,5.315833871389514,4.886057587824027,5.743085200367492
2024-03-17,5.213246209382089,4.795438627084232,5.6253246119014415
2024-03-18,5.121133941073462,4.668248741844375,5.5741797112180755
2024-03-19,5.054306167993173,4.633730336927235,5.497379483762653
2024-03-20,4.952617647445042,4.506012506758764,5.357107350581372
2024-03-21,5.002911314512311,4.553562306424965,5.453428721089497
2024-03-22,5.259205830267933,4.8581118819108795,5.703253938105151
2024-03-23,5.208508768082972,4.803889444259888,5.656830847399731
2024-03-24,5.1916972763923575,4.75060808002627,5.618894560800334
2024-03-25,5.12391250658903,4.692106040414419,5.557514838569826
2024-03-26,5.013047116119485,4.585239944753472,5.454703713885582
2024-03-27,4.8065612865702345,4.35575073333521,5.243541327384356
2024-03-28,4.702222141955967,4.282452519606532,5.1414166990247026
2024-03-29,4.7769012982802606,4.339937706909431,5.221778799834398
2024-03-30,4.5696547264959815,4.141894076990383,5.0158047194520154
2024-03-31,4.499742835187711,4.054490716940716,4.932315335839266
2024-04-01,4.5485807887086525,4.112302449732407,5.000926317760715
2024-04-02,4.726166305974418,4.270043391695464,5.146798977411358
2024-04-03,4.895544421818935,4.477855633998326,5.343360903729424
2024-04-04,5.1185461287627625,4.687358922396258,5.515825078271747
2024-04-06,5.129673256852169,4.651304627748811,5.58833499571976
2024-04-07,4.912635065415978,4.495865970142126,5.317653008403806
2024-04-08,4.791829561173851,4.378216430807681,5.2440308439673915
