ds,yhat,yhat_lower,yhat_upper
2024-01-01,6.347317601112279,6.128270383570933,6.577387025826324
2024-01-02,6.324180813324795,6.081517630564712,6.560067604439118
2024-01-03,6.204781865812974,5.950349001092558,6.4359142566922305
2024-01-04,6.1444913103063765,5.913334708778265,6.386651061947589
2024-01-05,6.172768019657221,5.945138746435509,6.396151246632497
2024-01-06,6.268952325391721,6.047920763150985,6.487811338088504
2024-01-07,6.257201358521667,6.0333670651929046,6.496444523537558
2024-01-08,6.240753619261481,6.017623448839766,6.465540851480331
2024-01-09,6.256705622461964,6.025219424490233,6.492318130395313
2024-01-10,6.230968242383763,5.996147782051081,6.471071086959293
2024-01-11,6.245762961893866,6.014495961685717,6.482494853665768
2024-01-12,6.274776166473405,6.033885818602721,6.49317287302358
2024-01-13,6.306538242751635,6.076975487471775,6.544123506478138
2024-01-14,6.228808510637139,6.003255254232587,6.460769299568347
2024-01-15,6.203754678609006,5.953653632407106,6.419650033125113
2024-01-16,6.269364068696797,6.030225262305399,6.494043471880586
2024-01-17,6.296728029117328,6.061403100321849,6.54486973120824
2024-01-18,6.312071484345801,6.084241357657204,6.548800060593467
2024-01-19,6.285359848753544,6.04972558868452,6.526633248545139
2024-01-20,6.255729174957923,6.015848012598304,6.497735189034621
2024-01-21,6.165001137902478,5.932810132582268,6.382124633328249
2024-01-22,6.179760682607493,5.958431476934603,6.406039112184467
2024-01-23,6.288338740570263,6.05841210504982,6.524364787632485
2024-01-24,6.307630317584729,6.069115873872047,6.547136379429155
2024-01-25,6.260785446273946,6.014406176930632,6.509492075745661
2024-01-26,6.173063453668975,5.9318402237361285,6.40695264721994
2024-01-27,6.148778633340103,5.928218579471805,6.383996121814902
2024-01-28,6.145308525335823,5.91802143132468,6.382668584843102
2024-01-29,6.2804707915780424,6.0479414255333666,6.515397499381579
2024-01-30,6.471299222079728,6.244123598096644,6.708305833914361
2024-01-31,6.4993806532913405,6.280039228088638,6.718237813033816
2024-02-01,6.40968073484202,6.194506150236792,6.651167115893861
2024-02-02,6.27373175147777,6.037145690845551,6.5092299073449045
2024-02-03,6.217035109355598,5.98255925512372,6.437497258067284
2024-02-04,6.17681852852065,5.950414669170773,6.413643043892282
2024-02-05,6.241755600516976,5.998890711229777,6.464777682168591
2024-02-06,6.335184106506123,6.110626876084355,6.5757627333528905
2024-02-07,6.288630347818331,6.037550827489719,6.521193300435987
2024-02-08,6.1997515190313734,5.970292547103521,6.419480998508327
2024-02-09,6.142962375133295,5.905398429678447,6.395652251514105
2024-02-10,6.185995593180646,5.952808461140461,6.417241400645731
2024-02-11,6.1928665104327205,5.96493870224621,6.442015238601257
2024-02-12,6.226017844375947,5.984440660089713,6.42863739111292
2024-02-13,6.250593243324862,6.02027245919393,6.4850134389131
2024-02-14,6.168011782085549,5.9529204908463464,6.394462577139996
2024-02-15,6.109768190805328,5.880770099120531,6.332933625687674
2024-02-16,6.118861338944131,5.87759738652326,6.3499062436701
2024-02-17,6.199121909454661,5.955518937066284,6.431347204678569
2024-02-18,6.18017167771959,5.949442639972068,6.4228751838011
2024-02-19,6.1518074936112335,5.917975386454463,6.380520833429029
2024-02-20,6.13975810159311,5.917716474763638,6.372047938830589
2024-02-21,6.079135045905169,5.858906698590048,6.308837949094755
2024-02-22,6.075256265148798,5.842217028204502,6.319622760362311
2024-02-23,6.110996837195234,5.866783001633782,6.345031374118226
2024-02-24,6.15664760717795,5.922970537855489,6.387222880017484
2024-02-25,6.071033997549204,5.843547477177396,6.268633722009384
2024-02-26,6.012749237490529,5.779885699562875,6.2334697037218865
2024-02-27,6.053738930292094,5.816603667977066,6.279497129389732
2024-02-28,6.110227268074298,5.856753669751453,6.34924020097643
2024-03-01,6.3052693411043785,6.061888036762875,6.554186466562005
2024-03-02,6.331884953795967,6.09865696238141,6.55667028813132
2024-03-03,6.198734953925545,5.9535535830517565,6.424398266513745
2024-03-04,6.1034317087732814,5.865365517951731,6.336622459344679
2024-03-05,6.117146176078431,5.895567989300848,6.3462115335278675
2024-03-06,6.125157804669315,5.887251585473311,6.35911939136548
2024-03-07,6.1491284899590175,5.902968544549102,6.3857179214695075
2024-03-08,6.1432236335849,5.90764926424205,6.386149528962074
2024-03-09,6.130807452218302,5.909921322141935,6.365881431478799
2024-03-10,6.043889519887661,5.819405729093603,6.27590401674971
2024-03-11,6.050081965228026,5.826220849869079,6.254023666135145
2024-03-12,6.1466621372087396,5.9150602658246525,6.372673384616831
2024-03-13,6.162485274630677,5.925754445093255,6.386705467583374
2024-03-14,6.128435015470997,5.888272482523786,6.362451582777788
2024-03-15,6.062764125677235,5.838642107825666,6.295940740117261
2024-03-16,6.048063290800153,5.816827698013906,6.286465839962558
2024-03-17,6.017089657536941,5.781624194814633,6.260265285497991
2024-03-18,6.082388414880526,5.848747216118704,6.306567997742191
2024-03-19,6.184715313327802,5.959824425933279,6.402818261065726
2024-03-20,6.149036355302108,5.914320550478037,6.3863632112514575
2024-03-21,6.057230040330106,5.830411538438572,6.315452805593392
2024-03-22,5.9821606810755465,5.75287861984079,6.215903723574929
2024-03-23,6.010818058299584,5.79094774388891,6.256183579352304
2024-03-24,6.025867048792672,5.806077388420496,6.262181839600337
2024-03-25,6.085492445775591,5.873263082223312,6.318106579673415
2024-03-26,6.12731867216274,5.878303429363795,6.358444615277175
2024-03-27,6.031940364959454,5.796464028059348,6.271118323670859
2024-03-28,5.946985542955092,5.684318155803433,6.16412102428347
2024-03-29,5.961150337601024,5.722322656297042,6.1849988206963555
2024-03-30,6.112267312671594,5.8801719663183585,6.359088918466232
2024-03-31,6.211122196167407,5.988174941756288,6.429035092069774
2024-04-01,6.280574941507368,6.0518152955165405,6.518453784402727
2024-04-02,6.280191256459726,6.044438895672723,6.521850779573491
2024-04-03,6.13709207151911,5.903869559033468,6.370187411649006
2024-04-04,6.020312512961484,5.76851676839749,6.267538600958302
2024-04-05,5.998379684778602,5.759085638358113,6.233547344837352
2024-04-06,6.079707179603044,5.86231659456048,6.323392903370309
2024-04-07,6.081349147883657,5.8493317207157896,6.323807159513403
2024-04-08,6.076690007202911,5.842389448295458,6.295910147158521
2024-04-09,6.078305461282301,5.8501927124425555,6.310286310681165
2024-04-10,6.016088593797614,5.784306333748029,6.251101061944347
2024-04-11,6.00089738291386,5.754584497477924,6.22617238558883
2024-04-12,6.027595992416684,5.798768084113149,6.283657705269708
2024-04-13,6.078083859563354,5.839778673717116,6.309189399499499
2024-04-14,6.011425108250166,5.761656240395758,6.250846009875983
2024-04-15,5.971609223735125,5.7357809186922735,6.204748323565411
2024-04-16,6.005208541971077,5.785115829669346,6.247112510797195
2024-04-17,6.010319539062888,5.790851939614246,6.228208004787934
2024-04-18,6.03343521111165,5.796795379869027,6.268803606885418
2024-04-19,6.034862162509734,5.800893236355749,6.277104340058141
2024-04-20,6.023971229809749,5.795073090221282,6.258113641904028
2024-04-21,5.920758360339653,5.683237600865483,6.134117596376522
2024-04-22,5.90335123908709,5.66634274622627,6.121305306971171
2024-04-23,5.99186192529163,5.763203969484487,6.220232099306728
2024-04-24,6.023676678467779,5.79287037920927,6.245626002072281
2024-04-25,6.011524303872675,5.780782406400071,6.255456558008566
2024-04-26,5.945239690355217,5.687715396646263,6.1731358961545055
2024-04-27,5.903430310394258,5.678532518511574,6.127108718805973
2024-04-28,5.8525610485535715,5.627037207729185,6.1011100294985825
2024-04-29,5.951937953660213,5.7239527196676825,6.2053168606826095
2024-04-30,6.1531474345287975,5.915916741841811,6.3743177843689525
2024-05-01,6.233582384022626,5.995014307109318,6.467953140052145
2024-05-02,6.2002955753678215,5.9717939798859305,6.437127998931196
2024-05-03,6.084021990095356,5.846527735835308,6.306457131663483
2024-05-04,6.002622769106056,5.755509269525367,6.223525636345201
2024-05-05,5.921706959551917,5.697635917031472,6.159919188084332
2024-05-06,5.969631772860518,5.740284456041334,6.1901761961348685
2024-05-07,6.082102893620599,5.857422890266383,6.305396811550749
2024-05-08,6.067363570915567,5.821027038839315,6.310160600044985
2024-05-09,5.991723287431952,5.774990586287808,6.211222020539482
2024-05-10,5.919019169111376,5.68606352181355,6.154748607349477
2024-05-11,5.936855519665774,5.709287838191725,6.152434617514159
2024-05-12,5.936345357705315,5.714464004837184,6.161952559243022
2024-05-13,5.989252962392158,5.761285342424182,6.2244932460544415
2024-05-14,6.0405484937113885,5.806633742947217,6.275584331070606
2024-05-15,5.962967156684068,5.728581701804406,6.192340926266404
2024-05-16,5.882574733353021,5.6501217701445725,6.101317742859294
2024-05-17,5.864124884173133,5.635905650046596,6.085459838859088
2024-05-18,5.939721964558155,5.707442045125766,6.170197377902369
2024-05-19,5.943490575468577,5.728404576883832,6.189022992288348
2024-05-20,5.943528909256901,5.715813686024196,6.187055329518543
2024-05-21,5.936147850236612,5.722198862254238,6.166696871342085
2024-05-22,5.849009816934898,5.614771004545561,6.082239340806382
2024-05-23,5.812672727972261,5.581288462003673,6.04453289702912
2024-05-24,5.841551521749636,5.604463904965759,6.074417893300053
2024-05-25,5.912918630285145,5.673566582742991,6.134523471419376
2024-05-26,5.857647307871626,5.642744711139121,6.094472740773669
2024-05-27,5.800071696847044,5.559326299187137,6.0301385656407325
2024-05-28,5.802639706966441,5.5831006521418125,6.036937286429762
2024-05-29,5.808796574134703,5.57703454919836,6.040944944636075
2024-05-30,5.899556881931224,5.657972878106922,6.138936369558056
2024-05-31,6.016966130781894,5.780732839191673,6.232782669239514
2024-06-01,6.102560972236235,5.871786452215432,6.320026462377627
2024-06-02,6.009142727929691,5.765154500910584,6.232463673408466
2024-06-03,5.908033942574207,5.680236151028446,6.141700679915429
2024-06-04,5.883074573510097,5.633980571036115,6.128935106271509
2024-06-05,5.8571606169442125,5.632706601433389,6.076561591526683
2024-06-06,5.8815983307728175,5.653713734983913,6.105046965316045
2024-06-07,5.904757749683284,5.66556059172948,6.149794449960706
2024-06-08,5.918907431777383,5.698392933940062,6.1636743912470076
2024-06-09,5.830070604838922,5.610362533974083,6.063655450339992
2024-06-10,5.812487942806622,5.585024640077224,6.035937609981138
2024-06-11,5.8912422575463275,5.6369056140961185,6.100057404130552
2024-06-12,5.914835796933527,5.681541104753154,6.149083580594127
2024-06-13,5.907860926444346,5.675177216580793,6.140731982006362
2024-06-14,5.861106393506077,5.614868674368429,6.0865149210814735
2024-06-15,5.837905161626704,5.605301763313417,6.063089469784524
2024-06-16,5.77846381539146,5.548090760075136,6.051030190464932
2024-06-17,5.825244086420126,5.603886053447989,6.0593112727467116
2024-06-18,5.938477461650554,5.706675189254701,6.154552685296248
2024-06-19,5.93181605392539,5.698724281256354,6.1692704376756815
2024-06-20,5.857675431626736,5.645767685349385,6.08493500402947
